"days - order","days - title","days - tournDay","days - events","days - quals","days - matches - order","days - matches - eventName","days - matches - eventCode","days - matches - eventDay","days - matches - eventSortOrder","days - matches - id","days - matches - crt","days - matches - crtId","days - matches - event","days - matches - round","days - matches - displayBrackets","days - matches - duration","days - matches - epoch","days - matches - epochLongDate","days - matches - epochShortTime","days - matches - clickCount","days - matches - stats","days - matches - session","days - matches - sessionStart","days - matches - status","days - matches - t1 - pA_last","days - matches - t1 - pA_first","days - matches - t1 - pA_tv_name","days - matches - t1 - pAid","days - matches - t1 - pAnat","days - matches - t1 - pB_last","days - matches - t1 - pB_first","days - matches - t1 - pB_tv_name","days - matches - t1 - pBid","days - matches - t1 - pBnat","days - matches - t1 - seed","days - matches - t1 - sw","days - matches - t1 - s1","days - matches - t1 - t1","days - matches - t1 - s2","days - matches - t1 - t2","days - matches - t1 - s3","days - matches - t1 - t3","days - matches - t1 - s4","days - matches - t1 - t4","days - matches - t1 - s5","days - matches - t1 - gs","days - matches - t1 - won","days - matches - t2 - pA_last","days - matches - t2 - pA_first","days - matches - t2 - pA_tv_name","days - matches - t2 - pAid","days - matches - t2 - pAnat","days - matches - t2 - pB_last","days - matches - t2 - pB_first","days - matches - t2 - pB_tv_name","days - matches - t2 - pBid","days - matches - t2 - pBnat","days - matches - t2 - seed","days - matches - t2 - sw","days - matches - t2 - s1","days - matches - t2 - t1","days - matches - t2 - s2","days - matches - t2 - t2","days - matches - t2 - s3","days - matches - t2 - t3","days - matches - t2 - s4","days - matches - t2 - t4","days - matches - t2 - s5","days - matches - t2 - gs","days - matches - t2 - won"
"","","","","","15","G. Snr. Invitation Doubles","OD","19","R","47301","Court 12","M","G. Snr. Invitation Doubles - ","","0","0:57","1467982321000","Friday 08 July 2016","01:52pm BST","1","true","1","11.00","Complete","Bates","Jeremy","M.J. Bates","atpb021","GBR","Jarryd","Anders","A. Jarryd","atpj006","SWE","","0","3","","2","","","","","","","","false","Woodbridge","Todd","T.A. Woodbridge","atpw136","AUS","Woodforde","Mark","M. Woodforde","atpw035","AUS","","2","6","","6","","","","","","","","true"
"","","","","","16","Boys' Singles","BS","19","F","21502","Court 18","S","Boys' Singles - Semi-finals","Semi-finals","0","0:49","1467957480000","Friday 08 July 2016","06:58am BST","7","true","1","11:00 AM","Complete","De Minaur","Alex","A. De Minaur","atpdh58","AUS","","","","","","7","2","6","","6","","","","","","","","true","Blanch","Ulises","U. Blanch","atpbv27","USA","","","","","","2","0","3","","2","","","","","","","","false"
"","","","","","17","Girls' Singles","GS","19","G","22502","Court 18","S","Girls' Singles - Semi-finals","Semi-finals","0","1:46","1467964852000","Friday 08 July 2016","09:00am BST","2","true","1","11.00","Complete","Potapova","Anastasia","A. Potapova","wta325601","RUS","","","","","","4","2","5","","6","","6","","","","","","true","Day","Kayla","K. Day","wta322534","USA","","","","","","5","1","7","","2","","0","","","","","","false"
"","","","","","18","Girls' Doubles","GD","19","I","24303","Court 18","S","Girls' Doubles - Quarter-finals","Quarter-finals","0","1:30","1467971408000","Friday 08 July 2016","10:50am BST","2","true","1","11.00","Complete","Helgo","Malene","M. Helgo","wta323055","NOR","Minca","Ioana","I. Minca","wta323120","ROU","","1","6","","4","","3","","","","","","false","Juvan","Kaja","K. Juvan","wta324702","SLO","Swiatek","Iga","I. Swiatek","1000071996","POL","3","2","2","","6","","6","","","","","","true"
"","","","","","19","Boys' Doubles","BD","19","H","23302","Court 18","S","Boys' Doubles - Quarter-finals","Quarter-finals","0","1:15","1467977165000","Friday 08 July 2016","12:26pm BST","0","true","1","11.00","Complete","Kecmanovic","Miomir","M. Kecmanovic","atpki95","SRB","Ruud","Casper","C. Ruud","atprh16","NOR","3","2","7","7","6","","","","","","","","true","De Minaur","Alex","A. De Minaur","atpdh58","AUS","Ellis","Blake","B. Ellis","atpea27","AUS","7","0","6","3","3","","","","","","","","false"
"","","","","","20","G. Invitation Doubles","SD","19","T","46303","Court 18","S","G. Invitation Doubles - ","","1","1:06","1467988423000","Friday 08 July 2016","03:33pm BST","0","true","1","11.00","Complete","Delgado","Jamie","J. Delgado","atpd289","GBR","Krajicek","Richard","R. Krajicek","atpk214","NED","","1","2","","6","","6","","","","","","false","Gonzalez","Fernando","F. Gonzalez","atpg415","CHI","Moya","Carlos","C. Moya","atpm605","ESP","","2","6","","3","","10","","","","","","true"
"","","","","","21","L. Invitation Doubles","SL","19","S","45101","Court 8","I","L. Invitation Doubles - ","","0","1:07","1467960560000","Friday 08 July 2016","07:49am BST","7","true","1","11:30 AM","Complete","Austin","Tracy","T. Austin","wta010060","USA","Testud","Sandrine","S Testud","wta200109","FRA","","0","1","","5","","","","","","","","false","Schett","Barbara","B. Schett","wta190349","AUT","Tauziat","Nathalie","N. Tauziat","wta200011","FRA","","2","6","","7","","","","","","","","true"
"","","","","","22","Girls' Doubles","GD","19","I","24302","Court 8","I","Girls' Doubles - Quarter-finals","Quarter-finals","0","1:41","1467967847000","Friday 08 July 2016","09:50am BST","2","true","1","11.30","Complete","Arconada","Usue Maitane","U. Arconada","wta321195","USA","Liu","Claire","C. Liu","wta323966","USA","4","2","6","","6","2","6","","","","","","true","Kenin","Sofia","S. Kenin","wta320942","USA","Kilnarova","Monika","M. Kilnarova","wta324861","CZE","5","1","1","","7","7","3","","","","","","false"
"","","","","","23","G. Invitation Doubles","SD","19","T","46101","Court 8","I","G. Invitation Doubles - ","","0","1:09","1467980820000","Friday 08 July 2016","01:27pm BST","2","true","1","11.30","Complete","Chang","Michael","M. Chang","atpc274","USA","Philippoussis","Mark","M. Philippoussis","atpp338","AUS","","0","3","","4","","","","","","","","false","Rusedski","Greg","G. Rusedski","atpr237","GBR","Santoro","Fabrice","F. Santoro","atps424","FRA","","2","6","","6","","","","","","","","true"
"","","","","","24","G. Wheelchair Singles","SM","19","Z","31201","Court 16","Q","G. Wheelchair Singles - Semi-finals","Semi-finals","0","1:34","1467960554000","Friday 08 July 2016","07:49am BST","3","true","1","11:00 AM","Complete","Houdet","Stephane","S. Houdet","awc000002","FRA","","","","","","1","1","6","","3","","3","","","","","","false","Olsson","Stefan","S. Olsson","atpo043","SWE","","","","","","","2","3","","6","","6","","","","","","true"
"","","","","","25","L. Wheelchair Singles","SW","19","Z","33201","Court 16","Q","L. Wheelchair Singles - Semi-finals","Semi-finals","0","2:18","1467970065000","Friday 08 July 2016","10:27am BST","1","true","1","11.00","Complete","Griffioen","Jiske","J. Griffioen","wwc000007","NED","","","","","","1","2","6","1","6","","7","7","","","","","true","Buis","Marjolein","M. Buis","wwc000012","NED","","","","","","","1","7","7","0","","6","3","","","","","false"
"","","","","","26","G. Wheelchair Doubles","DM","19","O","32101","Court 16","Q","G. Wheelchair Doubles - ","","0","2:33","1467980752000","Friday 08 July 2016","01:25pm BST","0","true","1","11.00","Complete","Houdet","Stephane","S. Houdet","awc000002","FRA","Peifer","Nicolas","N. Peifer","awc000007","FRA","1","2","5","","6","","7","8","","","","","true","Olsson","Stefan","S. Olsson","atpo043","SWE","Scheffers","Maikel","M. Scheffers","awc000003","NED","","1","7","","1","","6","6","","","","","false"
"","","","","","27","L. Wheelchair Doubles","DW","19","Q","34101","Court 16","Q","L. Wheelchair Doubles - ","","0","1:15","1467986460000","Friday 08 July 2016","03:01pm BST","0","true","1","11.00","Complete","Kamiji","Yui","Y. Kamiji","wwc000026","JPN","Whiley","Jordanne","J. Whiley","wwc000013","GBR","1","2","6","","6","","","","","","","","true","Buis","Marjolein","M. Buis","wwc000012","NED","Hunt","Louise","L. Hunt","wwc000035","GBR","","0","1","","3","","","","","","","","false"
"","","","","","28","G. Wheelchair Singles","SM","19","Z","31202","Court 17","R","G. Wheelchair Singles - Semi-finals","Semi-finals","0","1:40","1467961141000","Friday 08 July 2016","07:59am BST","7","true","1","11:00 AM","Complete","Reid","Gordon","G. Reid","awc000017","GBR","","","","","","","2","7","11","6","","","","","","","","true","Gerard","Joachim","J. Gerard","awc000012","BEL","","","","","","2","0","6","9","4","","","","","","","","false"
"","","","","","29","L. Wheelchair Singles","SW","19","Z","33202","Court 17","R","L. Wheelchair Singles - Semi-finals","Semi-finals","0","1:16","1467966760000","Friday 08 July 2016","09:32am BST","3","true","1","11.00","Complete","Whiley","Jordanne","J. Whiley","wwc000013","GBR","","","","","","","0","5","","3","","","","","","","","false","Van Koot","Aniek","A. Van Koot","wwc000006","NED","","","","","","","2","7","","6","","","","","","","","true"
"","","","","","30","G. Wheelchair Doubles","DM","19","O","32102","Court 17","R","G. Wheelchair Doubles - ","","0","1:21","1467974292000","Friday 08 July 2016","11:38am BST","6","true","1","11.00","Complete","Fernandez","Gustavo","G. Fernandez","awc000043","ARG","Gerard","Joachim","J. Gerard","awc000012","BEL","","0","3","","2","","","","","","","","false","Hewett","Alfie","A. Hewett","awc999999","GBR","Reid","Gordon","G. Reid","awc000017","GBR","2","2","6","","6","","","","","","","","true"
"","","","","","31","L. Wheelchair Doubles","DW","19","Q","34102","Court 17","R","L. Wheelchair Doubles - ","","0","1:26","1467984510000","Friday 08 July 2016","02:28pm BST","0","true","1","11.00","Complete","Ellerbrock","Sabine","S. Ellerbrock","wwc000030","GER","Shuker","Lucy","L. Shuker","wwc000011","GBR","","0","1","","6","4","","","","","","","false","Griffioen","Jiske","J. Griffioen","wwc000007","NED","Van Koot","Aniek","A. Van Koot","wwc000006","NED","2","2","6","","7","7","","","","","","","true"
"","","","","","32","Boys' Doubles","BD","19","H","23303","Court 19","T","Boys' Doubles - Quarter-finals","Quarter-finals","0","1:34","1467960210000","Friday 08 July 2016","07:43am BST","5","true","1","11:00 AM","Complete","Klein","Lukas","L. Klein","atpki63","SVK","Watanuki","Yosuke","Y. Watanuki","atpwb08","JPN","","1","6","6","6","","3","","","","","","false","Sigouin","Benjamin","B. Sigouin","atpsx96","CAN","Wessels","Louis","L. Wessels","atpwb25","GER","4","2","7","8","4","","6","","","","","","true"
"","","","","","33","Girls' Doubles","GD","19","I","24304","Court 19","T","Girls' Doubles - Quarter-finals","Quarter-finals","0","1:58","1467968172000","Friday 08 July 2016","09:56am BST","1","true","1","11.00","Complete","Bolkvadze","Mariam","M. Bolkvadze","wta320592","GEO","McNally","Caty","C. McNally","wta325725","USA","","2","7","","6","5","6","","","","","","true","Anisimova","Amanda","A. Anisimova","1000070674","USA","Sanford","Alexandra","A. Sanford","wta322467","USA","2","1","5","","7","7","3","","","","","","false"
"","","","","","34","Boys' Doubles","BD","19","H","23304","Court 19","T","Boys' Doubles - Quarter-finals","Quarter-finals","0","1:15","1467973946000","Friday 08 July 2016","11:32am BST","0","true","1","11.00","Complete","Blanch","Ulises","U. Blanch","atpbv27","USA","Kirkov","Vasil","V. Kirkov","atpk0a4","USA","","1","6","","3","","4","","","","","","false","Raisma","Kenneth","K. Raisma","atprh25","EST","Tsitsipas","Stefanos","S. Tsitsipas","atpte51","GRE","2","2","3","","6","","6","","","","","","true"
"","","","","","35","Girls' Doubles","GD","19","I","24301","Court 19","T","Girls' Doubles - Quarter-finals","Quarter-finals","0","1:38","1467984238000","Friday 08 July 2016","02:23pm BST","0","true","1","11.00","Complete","Pervushina","Olesya","O. Pervushina","wta324613","RUS","Potapova","Anastasia","A. Potapova","wta325601","RUS","1","2","6","3","6","","6","","","","","","true","Christofi","Eleni","E. Christofi","wta321094","GRE","Kankova","Lucie","L. Kankova","wta324531","CZE","","1","7","7","2","","3","","","","","","false"
"3","Day 10 Thursday 7 July","18","MD,LS,LD,MX,BS,BD,GS,GD,SD,OD,SL,SM,SW","false","1","Ladies' Singles","LS","18","B","2601","Centre Court","A","Ladies' Singles - Semi-finals","Semi-finals","0","0:48","1467878386000","Thursday 07 July 2016","08:59am BST","56","true","1","1:00 PM","Complete","Williams","Serena","S. Williams","wta230234","USA","","","","","","1","2","6","","6","","","","","","","","true","Vesnina","Elena","E. Vesnina","wta311220","RUS","","","","","","","0","2","","0","","","","","","","","false"
"","","","","","2","Ladies' Singles","LS","18","B","2602","Centre Court","A","Ladies' Singles - Semi-finals","Semi-finals","0","1:12","1467884592000","Thursday 07 July 2016","10:43am BST","32","true","1","13.00","Complete","Kerber","Angelique","A. Kerber","wta311470","GER","","","","","","4","2","6","","6","","","","","","","","true","Williams","Venus","V. Williams","wta230220","USA","","","","","","8","0","4","","4","","","","","","","","false"
"","","","","","3","Gentlemen's Doubles","MD","18","C","3501","Centre Court","A","Gentlemen's Doubles - Semi-finals","Semi-finals","0","3:01","1467897421000","Thursday 07 July 2016","02:17pm BST","1","true","1","13.00","Complete","Herbert","Pierre-Hugues","P. Herbert","atph996","FRA","Mahut","Nicolas","N. Mahut","atpm873","FRA","1","3","6","","3","","6","3","6","","6","","true","Huey","Treat","T. Huey","atph788","PHI","Mirnyi","Max","M. Mirnyi","atpm595","BLR","12","2","4","","6","","7","7","4","","4","","false"
"","","","","","4","Ladies' Doubles","LD","18","D","4401","No.1 Court","B","Ladies' Doubles - Quarter-finals","Quarter-finals","0","1:09","1467879697000","Thursday 07 July 2016","09:21am BST","7","true","1","1:00 PM","Complete","Hingis","Martina","M. Hingis","wta080301","SUI","Mirza","Sania","S. Mirza","wta310112","IND","1","0","2","","4","","","","","","","","false","Babos","Timea","T. Babos","wta317070","HUN","Shvedova","Yaroslava","Y. Shvedova","wta311137","KAZ","5","2","6","","6","","","","","","","","true"
"","","","","","5","Gentlemen's Doubles","MD","18","C","3502","No.1 Court","B","Gentlemen's Doubles - Semi-finals","Semi-finals","0","3:02","1467892134000","Thursday 07 July 2016","12:48pm BST","2","true","1","13.00","Complete","Benneteau","Julien","J. Benneteau","atpb747","FRA","Roger-Vasselin","Edouard","E. Roger-Vasselin","atpr613","FRA","","3","7","","6","","5","","7","7","","","true","Klaasen","Raven","R. Klaasen","atpk609","RSA","Ram","Rajeev","R. Ram","atpr548","USA","11","1","5","","4","","7","","6","5","","","false"
"","","","","","6","Mixed Doubles","MX","18","E","5308","No.1 Court","B","Mixed Doubles - Third Round","Third Round","0","1:31","1467898981000","Thursday 07 July 2016","02:43pm BST","0","true","1","13.00","Complete","Paes","Leander","L. Paes","atpp269","IND","Hingis","Martina","M. Hingis","wta080301","SUI","16","1","6","","3","","2","","","","","","false","Kontinen","Henri","H. Kontinen","atpka80","FIN","Watson","Heather","H. Watson","wta316981","GBR","","2","3","","6","","6","","","","","","true"
"","","","","","7","G. Snr. Invitation Doubles","OD","18","R","47302","No.2 Court","C","G. Snr. Invitation Doubles - ","","0","1:03","1467873996000","Thursday 07 July 2016","07:46am BST","8","true","1","11:30 AM","Complete","Leach","Rick","R. Leach","atpl013","USA","Pioline","Cedric","C. Pioline","atpp226","FRA","","0","4","","3","","","","","","","","false","Bahrami","Mansour","M. Bahrami","atpb001","IRI","McEnroe","Patrick","P. McEnroe","atpm048","USA","","2","6","","6","","","","","","","","true"
"","","","","","8","Ladies' Doubles","LD","18","D","4404","No.2 Court","C","Ladies' Doubles - Quarter-finals","Quarter-finals","0","1:37","1467880900000","Thursday 07 July 2016","09:41am BST","6","true","1","11.30","Complete","Goerges","Julia","J. Goerges","wta313381","GER","Pliskova","Karolina","Ka. Pliskova","wta313974","CZE","8","2","7","11","6","","","","","","","","true","Garcia","Caroline","C. Garcia","wta315391","FRA","Mladenovic","Kristina","K. Mladenovic","wta315616","FRA","2","0","6","9","3","","","","","","","","false"
"","","","","","9","G. Invitation Doubles","SD","18","T","46202","No.2 Court","C","G. Invitation Doubles - ","","0","1:10","1467886093000","Thursday 07 July 2016","11:08am BST","0","true","1","11.30","Complete","Chang","Michael","M. Chang","atpc274","USA","Philippoussis","Mark","M. Philippoussis","atpp338","AUS","","0","4","","5","","","","","","","","false","Ferreira","Wayne","W. Ferreira","atpf196","RSA","Grosjean","Sebastien","S. Grosjean","atpg379","FRA","","2","6","","7","","","","","","","","true"
"","","","","","10","Ladies' Doubles","LD","18","D","4403","No.2 Court","C","Ladies' Doubles - Quarter-finals","Quarter-finals","0","2:00","1467896433000","Thursday 07 July 2016","02:00pm BST","3","true","1","11.30","Complete","Williams","Serena","S. Williams","wta230234","USA","Williams","Venus","V. Williams","wta230220","USA","","2","7","7","4","","6","","","","","","true","Makarova","Ekaterina","E. Makarova","wta311604","RUS","Vesnina","Elena","E. Vesnina","wta311220","RUS","4","1","6","1","6","","2","","","","","","false"
"","","","","","11","G. Snr. Invitation Doubles","OD","18","R","47203","No.2 Court","C","G. Snr. Invitation Doubles - ","","0","1:07","1467901729000","Thursday 07 July 2016","03:28pm BST","0","true","1","11.30","Complete","Petchey","Mark","M. Petchey","atpp222","GBR","Wilkinson","Chris","C. Wilkinson","atpw150","GBR","","2","6","","6","","","","","","","","true","Leconte","Henri","H. Leconte","atpl014","FRA","Tarango","Jeff","J. Tarango","atpt136","USA","","0","3","","3","","","","","","","","false"
"","","","","","12","L. Invitation Doubles","SL","18","S","45303","No.3 Court","D","L. Invitation Doubles - ","","0","0:57","1467873630000","Thursday 07 July 2016","07:40am BST","1","true","1","11:30 AM","Complete","Majoli","Iva","I. Majoli","wta130316","CRO","Sanchez Vicario","Arantxa","A Sanchez Vicario","1000044158","ESP","","2","6","","6","","","","","","","","true","Novotna","Jana","J. Novotna","wta140029","CZE","Sukova","Helena","H. Sukova","wta190110","CZE","","0","2","","4","","","","","","","","false"
"","","","","","13","Mixed Doubles","MX","18","E","5305","No.3 Court","D","Mixed Doubles - Third Round","Third Round","0","1:40","1467881168000","Thursday 07 July 2016","09:46am BST","0","true","1","11.30","Complete","Marach","Oliver","O. Marach","atpm760","AUT","Ostapenko","Jelena","J. Ostapenko","wta319939","LAT","","2","6","","7","7","","","","","","","true","Stepanek","Radek","R. Stepanek","atps694","CZE","Safarova","Lucie","L. Safarova","wta310553","CZE","9","0","4","","6","5","","","","","","","false"
"","","","","","14","Mixed Doubles","MX","18","E","5402","No.3 Court","D","Mixed Doubles - Quarter-finals","Quarter-finals","0","1:40","1467888071000","Thursday 07 July 2016","11:41am BST","2","true","1","11.30","Complete","Farah","Robert","R. Farah","atpf525","COL","Groenefeld","Anna-Lena","A-L. Groenefeld","wta310318","GER","15","2","6","2","6","","6","","","","","","true","Peya","Alexander","A. Peya","atpp467","AUT","Klepac","Andreja","A. Klepac","wta312041","SLO","10","1","7","7","3","","3","","","","","","false"
"","","","","","15","Mixed Doubles","MX","18","E","5401","No.3 Court","D","Mixed Doubles - Quarter-finals","Quarter-finals","0","1:50","1467895839000","Thursday 07 July 2016","01:50pm BST","0","true","1","11.30","Complete","Qureshi","Aisam","A. Qureshi","atpq019","PAK","Shvedova","Yaroslava","Y. Shvedova","wta311137","KAZ","14","2","6","","3","","7","","","","","","true","Matkowski","Marcin","M. Matkowski","atpm844","POL","Srebotnik","Katarina","K. Srebotnik","wta190636","SLO","11","1","3","","6","","5","","","","","","false"
"","","","","","16","G. Invitation Doubles","SD","18","T","46201","No.3 Court","D","G. Invitation Doubles - ","","1","1:03","1467900700000","Thursday 07 July 2016","03:11pm BST","0","true","1","11.30","Complete","Rusedski","Greg","G. Rusedski","atpr237","GBR","Santoro","Fabrice","F. Santoro","atps424","FRA","","2","6","","3","","10","","","","","","true","Gimelstob","Justin","J. Gimelstob","atpg354","USA","Hutchins","Ross","R. Hutchins","atph635","GBR","","1","2","","6","","6","","","","","","false"
"","","","","","17","Boys' Singles","BS","18","F","21404","Court 12","M","Boys' Singles - Quarter-finals","Quarter-finals","0","0:55","1467871795000","Thursday 07 July 2016","07:09am BST","3","true","1","11:00 AM","Complete","Blancaneaux","Geoffrey","G. Blancaneaux","atpbu54","FRA","","","","","","8","0","3","","2","","","","","","","","false","Blanch","Ulises","U. Blanch","atpbv27","USA","","","","","","2","2","6","","6","","","","","","","","true"
"","","","","","18","Girls' Singles","GS","18","G","22404","Court 12","M","Girls' Singles - Quarter-finals","Quarter-finals","0","0:45","1467876203000","Thursday 07 July 2016","08:23am BST","7","true","1","11.00","Retired","Day","Kayla","K. Day","wta322534","USA","","","","","","5","1","6","","1","","","","","","","15","true","Taylor","Gabriella","G. Taylor","wta321034","GBR","","","","","","","0","4","","1","","","","","","","0","false"
"","","","","","19","Boys' Doubles","BD","18","H","23207","Court 12","M","Boys' Doubles - Second Round","Second Round","0","0:43","1467880324000","Thursday 07 July 2016","09:32am BST","3","true","1","11.00","Complete","Decamps","Gabriel","G. Decamps","atpdg53","BRA","Moeller","Marvin","M. Moeller","1000067276","GER","","0","1","","3","","","","","","","","false","Blanch","Ulises","U. Blanch","atpbv27","USA","Kirkov","Vasil","V. Kirkov","atpk0a4","USA","","2","6","","6","","","","","","","","true"
"","","","","","20","Girls' Doubles","GD","18","I","24202","Court 12","M","Girls' Doubles - Second Round","Second Round","0","1:12","1467887554000","Thursday 07 July 2016","11:32am BST","0","true","1","11.00","Complete","Christofi","Eleni","E. Christofi","wta321094","GRE","Kankova","Lucie","L. Kankova","wta324531","CZE","","2","6","","7","","","","","","","","true","Day","Kayla","K. Day","wta322534","USA","Johnson","Taylor","T. Johnson","wta325783","USA","6","0","4","","5","","","","","","","","false"
"","","","","","21","Girls' Doubles","GD","18","I","24208","Court 12","M","Girls' Doubles - Second Round","Second Round","0","2:08","1467896319000","Thursday 07 July 2016","01:58pm BST","0","true","1","11.00","Complete","Collins","Ali","A. Collins","wta324233","GBR","Jones","Francesca","F. Jones","wta324479","GBR","","1","4","","6","","5","","","","","","false","Anisimova","Amanda","A. Anisimova","1000070674","USA","Sanford","Alexandra","A. Sanford","wta322467","USA","2","2","6","","3","","7","","","","","","true"
"","","","","","22","Boys' Singles","BS","18","F","21401","Court 18","S","Boys' Singles - Quarter-finals","Quarter-finals","0","0:56","1467871734000","Thursday 07 July 2016","07:08am BST","2","true","1","11:00 AM","Retired","Tsitsipas","Stefanos","S. Tsitsipas","atpte51","GRE","","","","","","1","0","3","","2","","","","","","","","true","Karimov","Jurabek","J. Karimov","atpkg72","UZB","","","","","","11","1","6","","1","","","","","","","","false"
"","","","","","23","Girls' Singles","GS","18","G","22403","Court 18","S","Girls' Singles - Quarter-finals","Quarter-finals","0","0:56","1467876095000","Thursday 07 July 2016","08:21am BST","3","true","1","11.00","Complete","Arconada","Usue Maitane","U. Arconada","wta321195","USA","","","","","","9","0","3","","2","","","","","","","","false","Potapova","Anastasia","A. Potapova","wta325601","RUS","","","","","","4","2","6","","6","","","","","","","","true"
"","","","","","24","Boys' Doubles","BD","18","H","23208","Court 18","S","Boys' Doubles - Second Round","Second Round","0","1:16","1467883851000","Thursday 07 July 2016","10:30am BST","1","true","1","11.00","Complete","Siimar","Mattias","M. Siimar","atpsx94","EST","Tang","Anthony Jackie","A. Tang","atptg50","HKG","","1","6","","4","","2","","","","","","false","Raisma","Kenneth","K. Raisma","atprh25","EST","Tsitsipas","Stefanos","S. Tsitsipas","atpte51","GRE","2","2","4","","6","","6","","","","","","true"
"","","","","","25","Girls' Doubles","GD","18","I","24207","Court 18","S","Girls' Doubles - Second Round","Second Round","0","0:55","1467888214000","Thursday 07 July 2016","11:43am BST","0","true","1","11.00","Complete","Burrage","Jodie Anna","J. Burrage","1000066519","GBR","Udvardy","Panna","P. Udvardy","wta325956","HUN","8","0","4","","1","","","","","","","","false","Bolkvadze","Mariam","M. Bolkvadze","wta320592","GEO","McNally","Caty","C. McNally","wta325725","USA","","2","6","","6","","","","","","","","true"
"","","","","","26","Boys' Doubles","BD","18","H","23203","Court 18","S","Boys' Doubles - Second Round","Second Round","0","0:00","000","Thursday 07 July 2016","01:59pm BST","0","true","1","11.00","Walkover","Kecmanovic","Miomir","M. Kecmanovic","atpki95","SRB","Ruud","Casper","C. Ruud","atprh16","NOR","3","0","","","","","","","","","","","true","Altmaier","Daniel","D. Altmaier","atpae14","GER","Karimov","Jurabek","J. Karimov","atpkg72","UZB","","0","","","","","","","","","","","false"
